typing_speed,typos,sleep_hours,screen_hours,expression,user_type,stress_level
104,12,7.9,8.2,happy,student,58.0
66,14,9.8,11.6,neutral,gamer,61.0
74,14,7.1,11.7,surprise,casual,76.0
29,1,3.6,8.0,fear,student,86.5
32,10,4.9,4.7,happy,student,30.0
117,8,4.4,12.9,surprise,gamer,72.0
114,1,3.0,9.8,surprise,casual,76.5
49,11,3.2,6.5,neutral,gamer,66.5
56,3,7.5,0.5,surprise,professional,9.5
48,8,10.7,8.5,fear,professional,87.0
39,10,8.6,2.1,neutral,professional,45.0
89,14,1.1,5.7,No face detected,professional,81.0
74,4,7.6,12.2,fear,casual,96.0
91,10,11.0,10.3,sad,professional,95.0
80,11,8.1,9.2,neutral,casual,86.5
22,10,3.1,0.7,disgust,student,80.0
63,15,7.3,10.8,angry,casual,100.0
41,8,5.9,2.7,angry,student,57.0
35,3,3.7,11.5,No face detected,student,59.5
25,13,6.9,1.4,neutral,casual,29.5
104,3,4.7,5.3,neutral,casual,69.5
31,6,6.3,9.7,surprise,student,29.0
39,4,3.3,5.2,No face detected,gamer,61.0
101,0,1.7,1.7,sad,student,80.0
114,11,5.0,3.6,disgust,gamer,76.5
72,3,8.2,12.3,neutral,professional,44.5
18,4,8.2,9.1,angry,professional,91.0
29,12,9.4,5.9,No face detected,casual,63.0
98,11,1.3,8.0,happy,gamer,61.5
57,15,5.5,13.3,fear,casual,100.0
20,8,2.0,14.0,happy,student,77.0
26,3,10.4,1.2,happy,gamer,49.5
115,1,1.2,4.0,disgust,student,81.5
70,5,5.7,1.9,fear,student,67.5
72,3,10.9,4.1,happy,student,39.5
35,0,6.8,6.6,sad,gamer,60.0
53,14,7.0,0.7,surprise,professional,26.0
43,12,7.1,3.2,angry,professional,53.0
106,10,9.7,5.8,angry,student,100.0
38,2,10.7,7.3,neutral,student,48.0
86,13,2.4,12.0,No face detected,professional,89.5
22,8,1.6,0.8,disgust,student,82.0
89,11,3.3,11.9,sad,student,100.0
89,5,6.2,13.1,neutral,casual,67.5
71,6,6.5,3.3,disgust,professional,39.0
15,8,9.1,14.6,No face detected,casual,77.0
95,6,2.9,15.6,No face detected,gamer,84.0
64,1,5.9,15.5,angry,casual,91.5
98,11,8.5,10.0,disgust,gamer,81.5
23,3,9.0,6.1,disgust,student,69.5
118,14,3.7,0.9,angry,gamer,96.0
25,13,4.2,14.8,surprise,gamer,89.5
100,5,10.2,1.8,sad,gamer,67.5
114,10,10.1,3.4,No face detected,student,75.0
51,3,2.5,13.6,No face detected,casual,89.5
45,13,8.7,4.1,surprise,student,34.5
25,4,8.4,12.8,disgust,student,81.0
88,7,7.7,13.4,sad,student,85.5
90,8,3.2,5.6,happy,student,62.0
54,2,4.2,10.6,fear,casual,98.0
91,2,9.6,1.4,happy,casual,43.0
117,6,3.9,12.2,disgust,student,100.0
70,5,8.7,2.1,No face detected,student,42.5
83,10,9.0,0.9,surprise,professional,40.0
110,1,6.5,1.1,fear,professional,61.5
93,6,8.8,2.5,No face detected,student,59.0
16,14,5.2,9.7,surprise,gamer,76.0
73,1,11.0,10.9,No face detected,casual,86.5
111,14,3.5,13.0,surprise,professional,91.0
95,13,10.8,8.7,fear,professional,100.0
120,13,2.6,9.0,No face detected,casual,100.0
47,8,5.7,0.6,disgust,professional,52.0
70,2,3.6,13.9,happy,gamer,43.0
27,12,9.5,7.5,No face detected,casual,68.0
46,1,4.0,12.9,sad,gamer,76.5
116,11,6.5,8.5,neutral,student,66.5
56,10,8.0,7.2,disgust,casual,80.0
77,15,6.3,8.8,surprise,professional,42.5
62,2,5.1,13.4,angry,student,83.0
42,11,4.6,7.0,disgust,gamer,86.5
92,7,5.3,14.5,happy,professional,60.5
73,8,9.7,13.7,surprise,gamer,52.0
99,3,10.6,13.9,neutral,student,84.5
72,15,2.5,0.6,fear,professional,87.5
29,10,7.1,12.5,sad,gamer,90.0
82,12,1.6,8.3,sad,gamer,83.0
19,1,10.9,7.2,angry,student,91.5
77,11,1.3,5.5,angry,gamer,76.5
115,10,4.0,2.2,happy,casual,55.0
106,0,4.7,14.1,sad,casual,95.0
91,9,6.5,1.4,happy,gamer,23.5
59,8,3.4,10.4,fear,casual,100.0
104,5,10.0,7.0,No face detected,student,72.5
16,4,1.5,7.4,No face detected,student,81.0
35,3,8.6,10.0,sad,professional,69.5
101,6,5.2,11.9,neutral,gamer,59.0
54,6,10.4,5.9,sad,student,69.0
16,4,9.8,11.6,disgust,casual,86.0
108,13,1.5,3.2,No face detected,casual,99.5
74,1,9.5,13.6,neutral,casual,76.5
22,14,3.5,11.8,surprise,gamer,86.0
113,3,7.5,14.0,angry,student,89.5
68,13,7.4,7.1,No face detected,casual,74.5
72,8,9.3,0.5,fear,casual,92.0
49,7,7.2,10.9,No face detected,student,45.5
17,5,2.2,10.8,happy,gamer,72.5
82,5,7.2,2.2,No face detected,gamer,22.5
84,9,6.1,1.2,happy,student,33.5
82,8,6.9,11.4,surprise,student,57.0
98,9,7.0,13.9,angry,casual,98.5
10,12,4.2,3.0,happy,casual,48.0
81,5,5.7,0.8,fear,gamer,57.5
118,1,8.3,15.7,happy,professional,61.5
64,3,6.0,5.6,surprise,professional,19.5
106,5,2.3,6.2,sad,student,97.5
41,2,7.5,3.7,disgust,gamer,48.0
22,5,1.8,14.6,happy,gamer,82.5
29,2,4.3,8.3,happy,professional,53.0
73,7,6.6,9.3,No face detected,casual,75.5
34,6,8.6,7.7,happy,gamer,54.0
59,11,4.4,13.1,fear,student,96.5
112,5,8.1,14.8,disgust,casual,97.5
13,4,4.0,6.8,sad,student,86.0
97,2,2.0,13.2,neutral,gamer,68.0
50,5,7.9,15.5,sad,professional,62.5
56,9,6.0,2.9,neutral,student,23.5
105,15,3.4,14.7,angry,gamer,100.0
12,0,2.7,9.2,disgust,student,95.0
27,6,6.3,2.3,happy,professional,29.0
64,15,4.9,1.0,sad,professional,67.5
27,2,5.2,6.3,No face detected,casual,43.0
70,7,6.1,6.6,angry,student,65.5
43,13,1.1,7.8,No face detected,professional,69.5
88,10,2.6,13.7,neutral,gamer,70.0
45,14,4.3,15.4,disgust,casual,100.0
44,3,2.8,1.5,disgust,professional,59.5
67,13,3.2,9.1,fear,student,100.0
64,8,8.9,6.7,neutral,student,52.0
88,8,9.9,6.8,sad,casual,97.0
114,5,4.0,13.0,No face detected,gamer,77.5
22,14,9.1,6.8,neutral,casual,61.0
108,10,1.5,1.9,No face detected,professional,75.0
36,1,5.2,5.6,disgust,gamer,61.5
100,5,9.9,14.2,angry,professional,97.5
23,8,7.0,13.7,angry,student,87.0
15,13,9.4,3.3,fear,professional,99.5
35,7,7.3,12.4,happy,gamer,50.5
77,3,4.7,10.9,sad,gamer,64.5
49,4,3.1,13.6,happy,gamer,56.0
88,2,3.4,2.8,angry,student,78.0
70,1,8.5,14.0,fear,professional,76.5
91,4,6.5,9.9,happy,student,46.0
119,0,6.5,4.7,No face detected,professional,40.0
47,14,1.7,12.1,disgust,professional,96.0
92,12,7.4,12.6,neutral,gamer,58.0
42,13,4.3,12.8,No face detected,gamer,84.5
105,12,6.1,15.5,sad,professional,93.0
33,4,5.7,4.1,fear,student,56.0
103,13,1.3,7.0,neutral,casual,99.5
102,0,10.2,9.0,angry,casual,100.0
44,1,2.3,7.0,fear,gamer,91.5
22,11,5.7,3.3,neutral,casual,46.5
10,0,7.1,2.1,angry,professional,60.0
39,1,9.3,8.4,disgust,student,61.5
69,9,8.0,2.2,neutral,professional,23.5
72,11,8.3,8.1,disgust,gamer,66.5
98,5,3.1,15.1,angry,casual,100.0
56,9,6.9,13.7,sad,gamer,63.5
52,5,9.9,0.7,disgust,student,52.5
14,1,4.1,9.8,No face detected,student,71.5
66,9,5.7,2.3,disgust,professional,53.5
105,0,5.7,1.4,No face detected,casual,50.0
88,12,4.5,4.2,sad,student,83.0
105,8,7.3,0.7,sad,professional,62.0
56,0,7.6,9.8,surprise,student,20.0
99,3,6.9,13.1,fear,casual,94.5
39,14,2.8,7.1,No face detected,casual,86.0
62,2,2.0,14.9,disgust,gamer,83.0
66,2,4.6,9.1,surprise,casual,68.0
17,10,10.7,11.1,angry,casual,100.0
109,5,10.3,3.7,neutral,student,62.5
95,6,10.9,15.8,No face detected,gamer,79.0
66,12,5.2,14.8,happy,gamer,53.0
43,6,7.1,7.8,neutral,gamer,44.0
85,1,3.3,1.9,happy,student,41.5
64,11,8.1,15.4,happy,gamer,51.5
41,9,5.2,10.9,happy,professional,38.5
12,15,1.5,3.4,No face detected,student,87.5
111,5,3.6,5.0,fear,gamer,87.5
39,12,5.0,7.3,surprise,professional,53.0
96,4,4.8,11.6,sad,professional,86.0
120,7,6.6,4.0,disgust,professional,65.5
119,9,9.1,6.6,fear,student,100.0
43,14,9.6,13.4,fear,student,100.0
38,4,6.6,13.6,No face detected,student,46.0
76,8,1.5,10.2,surprise,student,77.0
22,10,6.3,14.1,No face detected,gamer,80.0
46,5,8.3,11.8,sad,gamer,72.5
24,8,7.1,4.0,angry,gamer,72.0
71,8,4.6,11.7,sad,professional,77.0
119,10,3.0,10.7,neutral,gamer,80.0
14,5,2.7,14.7,surprise,gamer,87.5
13,1,5.8,2.8,fear,professional,76.5
113,8,1.5,5.3,disgust,professional,100.0
115,4,5.7,13.4,angry,professional,100.0
17,9,2.1,7.4,neutral,gamer,83.5
12,14,1.1,5.7,disgust,professional,100.0
11,7,10.4,4.3,fear,professional,95.5
36,12,5.6,6.0,disgust,professional,78.0
12,13,10.6,3.5,angry,professional,99.5
100,12,7.7,10.2,disgust,professional,78.0
76,14,9.4,8.0,disgust,casual,100.0
87,8,6.8,14.0,sad,student,87.0
26,7,4.4,14.4,sad,professional,100.0
95,12,6.8,11.4,happy,professional,53.0
64,12,3.0,4.9,No face detected,gamer,53.0
41,10,4.6,10.2,happy,gamer,60.0
105,9,5.3,8.3,disgust,casual,98.5
61,7,10.6,7.4,No face detected,gamer,55.5
59,9,4.0,3.0,surprise,casual,48.5
20,0,8.1,8.1,surprise,professional,55.0
67,4,7.6,5.1,happy,casual,41.0
92,2,1.5,15.1,No face detected,gamer,78.0
111,2,5.7,15.2,fear,casual,100.0
43,8,7.7,13.3,neutral,casual,57.0
22,14,4.9,4.7,surprise,casual,51.0
33,6,9.4,6.4,happy,professional,49.0
71,7,2.1,8.4,surprise,casual,90.5
89,4,5.9,13.4,happy,student,61.0
84,4,10.6,4.5,angry,professional,71.0
72,0,9.9,12.9,fear,gamer,75.0
81,3,7.9,15.5,fear,casual,94.5
113,14,6.1,14.4,neutral,professional,81.0
26,3,4.1,12.8,happy,gamer,64.5
103,10,6.7,11.5,sad,casual,95.0
41,0,1.7,3.2,disgust,casual,80.0
99,4,1.5,7.1,disgust,casual,100.0
100,10,6.3,8.4,surprise,casual,65.0
64,2,6.5,6.2,disgust,casual,68.0
34,8,3.7,14.8,surprise,student,62.0
59,11,2.4,8.4,happy,casual,81.5
105,15,2.1,4.6,sad,casual,100.0
91,3,5.8,10.2,No face detected,casual,79.5
46,6,9.3,9.7,angry,student,74.0
52,5,3.8,3.3,disgust,professional,57.5
39,0,10.6,4.1,surprise,student,25.0
11,12,9.6,7.3,angry,gamer,100.0
24,13,2.7,4.5,sad,professional,99.5
43,12,9.9,10.6,surprise,gamer,68.0
118,12,2.4,8.2,happy,casual,93.0
39,6,9.3,15.6,surprise,casual,54.0
78,13,3.0,1.5,fear,casual,100.0
16,2,2.1,4.9,sad,professional,83.0
111,1,9.7,12.7,fear,gamer,96.5
55,8,2.1,4.4,disgust,student,67.0
29,1,3.5,5.4,surprise,student,46.5
114,1,7.2,6.8,surprise,student,41.5
94,0,10.0,10.3,fear,student,100.0
120,12,3.1,3.0,happy,gamer,58.0
100,10,3.8,11.5,neutral,professional,80.0
31,3,7.3,15.2,happy,gamer,54.5
19,8,7.4,12.3,angry,professional,92.0
120,12,4.4,0.5,happy,casual,58.0
39,13,4.9,15.8,happy,student,59.5
101,11,10.5,9.5,neutral,student,86.5
60,10,6.1,9.1,fear,professional,70.0
32,11,4.7,1.3,angry,gamer,91.5
90,14,9.2,14.4,neutral,student,91.0
29,11,9.0,6.6,sad,professional,86.5
43,3,3.3,2.3,fear,professional,64.5
58,0,4.5,9.3,fear,student,70.0
35,5,4.6,13.8,disgust,student,77.5
61,6,10.0,6.1,neutral,professional,44.0
26,5,3.1,11.6,angry,professional,100.0
89,2,1.7,1.1,neutral,gamer,38.0
49,13,10.1,9.9,disgust,student,84.5
38,13,9.6,6.8,No face detected,student,59.5
95,10,9.8,4.4,happy,professional,45.0
43,13,6.1,9.7,disgust,student,64.5
13,12,5.2,12.0,neutral,gamer,78.0
31,9,3.0,6.0,surprise,professional,63.5
47,1,8.0,12.2,No face detected,gamer,46.5
58,8,4.5,3.1,neutral,student,37.0
46,4,9.5,4.0,happy,gamer,31.0
101,9,6.8,10.9,fear,student,98.5
120,10,7.8,14.9,surprise,professional,70.0
100,6,8.5,0.8,surprise,professional,39.0
119,10,8.5,2.0,fear,professional,90.0
101,5,8.3,3.3,angry,gamer,67.5
70,0,2.5,12.5,surprise,student,65.0
106,1,2.5,1.6,No face detected,gamer,56.5
28,2,10.9,5.8,fear,casual,78.0
77,7,4.1,13.0,surprise,gamer,50.5
113,4,7.5,1.5,sad,professional,61.0
24,11,10.6,4.6,sad,gamer,91.5
93,6,1.2,15.9,No face detected,professional,89.0
34,12,4.5,15.5,happy,gamer,83.0
93,0,8.7,6.8,sad,gamer,60.0
46,0,5.2,15.5,sad,gamer,75.0
35,13,4.9,3.2,No face detected,gamer,69.5
114,4,4.7,14.6,fear,student,100.0
28,6,1.2,6.3,neutral,casual,64.0
65,7,1.3,11.6,surprise,casual,90.5
41,15,4.7,9.8,No face detected,professional,67.5
25,7,10.4,13.7,disgust,student,95.5
54,14,5.1,10.1,No face detected,gamer,61.0
118,15,1.3,8.2,disgust,casual,100.0
105,14,7.5,6.3,sad,gamer,76.0
99,8,1.9,3.0,sad,professional,82.0
53,0,1.7,3.6,happy,student,25.0
62,11,6.6,10.0,No face detected,casual,76.5
31,2,6.1,9.4,neutral,casual,38.0
79,6,8.6,5.0,neutral,casual,64.0
109,1,3.0,3.7,No face detected,professional,56.5
57,15,8.8,3.4,sad,professional,62.5
104,3,8.2,14.3,fear,gamer,94.5
34,8,6.6,1.5,disgust,student,42.0
70,5,10.9,4.1,fear,professional,67.5
18,6,8.7,6.3,angry,casual,79.0
117,11,8.9,0.6,sad,casual,81.5
85,4,7.2,1.3,happy,casual,31.0
76,9,6.8,2.4,surprise,professional,18.5
27,3,10.3,15.5,angry,casual,84.5
80,3,5.3,6.5,happy,professional,24.5
85,10,11.0,10.6,No face detected,gamer,65.0
90,9,9.4,3.3,neutral,professional,48.5
88,9,2.7,8.6,neutral,professional,73.5
72,7,5.3,2.8,neutral,student,45.5
37,10,7.0,5.6,fear,professional,75.0
72,6,9.8,11.1,No face detected,casual,89.0
79,5,10.0,12.6,fear,student,100.0
60,5,3.4,15.6,happy,gamer,52.5
116,13,5.2,7.2,neutral,professional,74.5
85,0,9.6,1.7,fear,student,75.0
50,9,5.9,8.8,fear,gamer,73.5
79,12,10.8,1.4,No face detected,professional,53.0
109,9,1.3,3.6,sad,casual,100.0
113,12,4.4,12.3,surprise,gamer,78.0
70,4,10.4,1.3,fear,professional,66.0
93,1,2.6,3.4,surprise,student,56.5
101,11,7.7,13.8,neutral,student,76.5
88,9,7.4,6.5,angry,student,78.5
42,5,2.1,14.5,neutral,gamer,82.5
19,12,9.7,15.6,surprise,casual,73.0
19,6,1.3,10.4,neutral,casual,84.0
17,9,6.9,8.3,fear,professional,93.5
57,11,10.3,7.0,No face detected,gamer,61.5
105,13,10.9,1.8,fear,professional,99.5
10,14,5.7,2.3,fear,professional,96.0
93,12,6.3,3.5,sad,casual,83.0
99,9,5.8,2.6,neutral,student,58.5
113,6,1.5,13.0,surprise,gamer,79.0
36,11,5.1,13.2,No face detected,student,66.5
44,13,9.5,2.8,angry,gamer,84.5
54,7,2.1,4.3,angry,student,70.5
57,1,10.7,15.4,fear,student,86.5
75,12,1.9,3.9,sad,student,88.0
73,7,4.1,9.6,No face detected,casual,90.5
17,13,2.2,3.9,surprise,professional,74.5
28,10,9.8,13.6,surprise,gamer,80.0
101,0,6.2,15.3,fear,gamer,80.0
61,5,6.5,11.2,happy,gamer,22.5
42,1,5.3,6.5,No face detected,gamer,51.5
64,9,2.2,12.8,happy,casual,88.5
15,3,7.2,15.1,happy,student,49.5
14,3,4.3,12.4,happy,student,69.5
15,14,5.1,7.6,sad,professional,96.0
109,15,10.2,6.8,neutral,casual,92.5
76,0,5.9,7.3,neutral,student,50.0
104,6,4.4,10.9,angry,student,100.0
36,1,7.5,13.2,No face detected,gamer,56.5
35,6,8.0,15.0,surprise,student,39.0
99,7,6.6,5.4,disgust,gamer,50.5
35,1,5.2,6.9,No face detected,professional,46.5
73,9,5.7,2.6,neutral,student,48.5
52,4,4.4,10.6,surprise,casual,66.0
84,7,9.7,6.3,sad,student,85.5
100,13,6.4,14.9,No face detected,student,84.5
49,6,7.6,1.2,No face detected,casual,34.0
38,14,8.6,10.3,surprise,professional,61.0
30,4,6.9,13.2,No face detected,casual,46.0
104,6,10.2,13.2,neutral,casual,89.0
90,9,2.9,13.1,surprise,professional,78.5
108,2,4.8,4.3,No face detected,casual,68.0
40,8,5.1,3.7,happy,casual,32.0
39,11,8.8,7.4,surprise,gamer,61.5
49,8,9.3,13.1,fear,casual,100.0
64,10,4.3,14.4,No face detected,casual,90.0
72,3,7.2,2.1,disgust,gamer,34.5
31,1,6.8,6.7,angry,gamer,71.5
71,12,9.7,6.9,disgust,student,88.0
18,0,5.4,7.3,happy,student,45.0
93,1,2.4,15.5,angry,casual,100.0
13,3,3.8,4.5,surprise,gamer,54.5
100,9,7.8,10.9,surprise,student,63.5
36,2,9.1,6.0,happy,student,28.0
37,12,2.5,1.1,disgust,professional,83.0
119,3,7.5,9.3,happy,casual,54.5
56,11,2.4,10.4,fear,professional,96.5
18,4,8.7,12.8,happy,casual,51.0
97,9,4.1,2.1,No face detected,casual,68.5
59,14,10.2,3.8,fear,gamer,81.0
10,11,1.2,15.3,sad,casual,100.0
57,4,9.8,3.3,sad,professional,51.0
30,7,2.9,15.1,fear,gamer,100.0
53,2,8.0,14.5,fear,casual,83.0
116,5,2.1,7.2,happy,casual,82.5
105,14,5.3,3.3,No face detected,gamer,61.0
13,2,2.8,14.9,sad,professional,100.0
102,1,7.8,10.9,angry,professional,71.5
77,0,8.3,14.4,happy,gamer,35.0
105,7,2.8,11.7,happy,casual,90.5
36,4,3.3,13.1,fear,gamer,100.0
42,13,8.3,6.4,fear,student,79.5
43,2,8.4,11.8,fear,casual,88.0
78,12,3.3,5.7,sad,professional,78.0
63,9,2.8,6.2,disgust,casual,100.0
60,1,9.8,11.7,angry,casual,91.5
65,3,4.3,14.3,neutral,casual,74.5
78,13,8.7,1.0,No face detected,professional,44.5
25,14,4.7,13.9,neutral,gamer,91.0
92,1,4.1,5.9,No face detected,student,66.5
59,11,1.2,10.8,fear,gamer,96.5
113,0,3.7,1.7,neutral,gamer,50.0
108,15,10.3,3.6,disgust,student,97.5
115,1,8.5,7.9,angry,professional,81.5
107,6,5.0,10.1,fear,gamer,89.0
54,11,6.2,8.9,sad,student,61.5
17,12,6.3,0.5,angry,student,73.0
28,9,6.3,13.1,happy,gamer,58.5
103,12,10.1,1.1,No face detected,student,78.0
59,4,5.2,6.7,fear,gamer,66.0
33,2,2.5,2.9,fear,student,68.0
120,5,5.2,1.5,fear,professional,82.5
110,15,9.4,5.1,No face detected,student,87.5
84,1,8.1,2.7,sad,gamer,41.5
100,10,7.9,11.3,fear,student,100.0
97,12,2.7,3.0,disgust,professional,88.0
79,6,9.5,1.4,angry,casual,84.0
120,9,2.4,13.2,fear,student,100.0
55,5,7.4,12.1,sad,casual,77.5
66,8,9.4,9.9,neutral,casual,82.0
113,9,9.3,3.8,sad,casual,93.5
34,2,4.5,10.6,disgust,casual,73.0
45,0,9.0,8.4,angry,student,60.0
86,13,6.0,5.6,surprise,casual,64.5
105,9,1.7,7.8,No face detected,gamer,78.5
87,8,3.6,6.5,happy,professional,52.0
112,10,8.5,12.9,fear,professional,100.0
74,6,7.4,2.4,neutral,professional,19.0
72,10,3.8,7.7,happy,student,65.0
47,14,5.1,12.9,fear,professional,91.0
22,14,1.4,11.2,sad,gamer,100.0
34,0,3.3,10.7,disgust,casual,75.0
48,4,10.7,12.8,angry,professional,81.0
79,0,8.0,5.9,angry,student,60.0
78,3,1.8,13.2,happy,student,69.5
74,3,7.7,3.6,surprise,gamer,9.5
81,10,2.7,5.8,sad,casual,100.0
96,7,3.1,2.1,happy,gamer,40.5
50,8,9.0,12.2,No face detected,casual,72.0
96,13,10.6,15.7,disgust,gamer,100.0
24,3,10.8,4.1,No face detected,student,54.5
37,13,7.3,2.2,disgust,professional,59.5
54,15,6.2,14.9,No face detected,casual,77.5
85,1,3.5,15.7,fear,professional,96.5
84,4,5.5,7.1,neutral,professional,46.0
103,3,2.2,15.9,disgust,casual,100.0
73,6,10.3,8.0,No face detected,casual,89.0
114,8,10.4,6.7,disgust,casual,100.0
93,2,10.4,12.6,happy,gamer,53.0
25,14,4.0,7.1,neutral,gamer,81.0
14,2,7.3,12.9,surprise,gamer,53.0
32,1,1.8,5.5,fear,student,76.5
84,7,1.5,9.7,sad,casual,100.0
30,5,6.0,13.9,happy,professional,47.5
37,9,10.0,5.3,angry,student,73.5
78,11,5.1,1.4,sad,casual,81.5
58,3,5.1,6.7,No face detected,casual,59.5
87,15,9.9,6.8,happy,student,67.5
103,12,1.7,12.0,No face detected,gamer,88.0
67,11,7.7,6.2,happy,casual,51.5
45,1,8.3,9.5,sad,gamer,66.5
111,12,7.1,3.5,surprise,professional,48.0
35,3,9.0,3.8,surprise,student,19.5
40,14,5.7,9.0,surprise,student,51.0
107,10,2.2,7.8,neutral,student,90.0
92,11,4.7,10.3,neutral,professional,71.5
71,9,10.6,4.3,fear,professional,73.5
81,14,4.0,4.6,angry,professional,81.0
13,14,5.2,5.9,disgust,professional,96.0
31,15,1.8,5.3,neutral,casual,77.5
19,6,9.5,13.8,angry,professional,100.0
119,15,8.8,0.9,disgust,student,87.5
53,4,10.2,12.6,neutral,gamer,56.0
17,12,2.5,12.8,surprise,student,93.0
65,8,7.4,13.8,No face detected,student,62.0
33,1,9.7,3.8,neutral,professional,41.5
118,11,2.2,11.0,angry,gamer,100.0
83,8,5.8,2.3,angry,casual,82.0
97,8,6.8,1.5,disgust,gamer,52.0
100,8,6.0,1.8,fear,student,77.0
47,5,6.0,12.2,sad,casual,72.5
91,1,7.4,11.5,angry,professional,71.5
37,4,6.2,14.7,surprise,casual,36.0
37,8,1.1,5.3,neutral,casual,67.0
87,11,6.8,0.9,surprise,gamer,21.5
38,6,7.0,4.6,fear,casual,59.0
52,3,5.7,8.2,happy,student,29.5
44,8,10.2,8.4,neutral,student,57.0
108,8,8.3,1.7,fear,gamer,77.0
104,13,10.5,4.7,happy,student,64.5
13,4,8.4,12.0,disgust,casual,86.0
90,8,4.6,3.5,sad,casual,92.0
58,14,8.5,2.8,neutral,casual,56.0
72,7,3.9,12.7,disgust,student,100.0
76,2,1.5,8.4,happy,professional,43.0
70,4,6.7,5.8,fear,gamer,46.0
100,15,6.1,15.7,happy,gamer,57.5
13,4,4.4,8.9,surprise,gamer,61.0
42,11,6.6,9.2,sad,professional,61.5
35,4,6.1,1.7,No face detected,student,21.0
21,14,9.8,2.1,angry,student,86.0
110,8,2.8,5.8,angry,gamer,87.0
112,5,10.6,10.4,sad,gamer,92.5
100,10,7.2,13.4,disgust,student,95.0
106,6,1.1,5.3,neutral,casual,89.0
71,13,1.8,4.9,neutral,casual,94.5
97,8,6.3,14.9,angry,casual,97.0
34,12,2.0,13.4,fear,casual,100.0
86,4,7.7,10.9,sad,professional,61.0
63,10,9.9,5.7,fear,gamer,70.0
106,0,1.3,2.5,surprise,gamer,45.0
93,14,9.5,8.8,surprise,student,81.0
99,0,5.0,8.1,angry,casual,90.0
19,9,4.4,0.6,No face detected,gamer,68.5
74,0,10.4,2.3,happy,gamer,20.0
33,9,8.0,8.1,fear,casual,73.5
106,10,1.3,11.5,fear,casual,100.0
85,10,5.9,5.3,happy,student,55.0
87,5,6.1,8.9,disgust,casual,82.5
65,8,3.3,1.6,disgust,gamer,62.0
120,2,10.8,6.1,fear,gamer,93.0
109,4,4.4,7.5,disgust,professional,81.0
52,0,7.6,3.1,fear,gamer,40.0
104,11,3.7,5.7,angry,professional,100.0
12,15,5.2,15.1,No face detected,casual,87.5
20,15,9.4,10.7,disgust,professional,100.0
60,11,3.5,14.2,sad,gamer,91.5
11,15,7.2,15.7,fear,student,100.0
82,3,2.5,12.0,neutral,student,79.5
38,13,2.6,15.1,disgust,gamer,100.0
23,12,3.0,8.6,sad,student,98.0
81,0,1.3,13.1,neutral,professional,70.0
22,7,10.3,1.1,surprise,professional,60.5
75,10,9.0,3.9,happy,professional,25.0
57,12,10.6,5.4,surprise,student,53.0
91,4,7.0,9.0,neutral,gamer,36.0
102,1,7.6,11.9,No face detected,student,61.5
67,11,1.2,15.2,neutral,student,86.5
96,4,8.7,13.0,disgust,gamer,76.0
24,7,9.4,11.1,No face detected,gamer,80.5
33,12,2.5,15.7,fear,casual,100.0
115,2,9.6,2.8,fear,gamer,78.0
81,0,8.6,13.2,fear,casual,100.0
38,15,1.9,13.6,sad,professional,100.0
55,10,7.0,0.9,happy,casual,30.0
66,1,5.6,10.9,No face detected,student,56.5
120,0,10.4,2.6,No face detected,gamer,55.0
75,13,7.6,8.4,sad,student,79.5
33,4,8.2,15.7,happy,student,41.0
51,8,5.5,1.0,surprise,student,27.0
44,11,3.7,16.0,surprise,student,66.5
75,11,8.6,15.3,angry,gamer,86.5
54,12,8.5,11.4,angry,professional,83.0
10,5,9.3,8.6,sad,casual,87.5
30,5,5.0,7.3,angry,casual,72.5
79,12,8.7,4.5,surprise,student,48.0
49,3,8.8,1.9,neutral,professional,24.5
33,10,4.5,4.6,disgust,casual,70.0
50,1,7.9,14.6,surprise,gamer,31.5
92,2,10.3,0.8,neutral,gamer,43.0
70,7,3.5,11.0,angry,student,95.5
20,14,1.0,4.4,happy,gamer,71.0
21,14,5.7,6.9,angry,student,91.0
78,2,10.8,7.7,disgust,student,83.0
113,6,10.9,11.8,No face detected,gamer,79.0
27,11,10.6,1.9,fear,student,86.5
66,3,8.5,4.1,angry,gamer,49.5
16,9,5.1,10.9,happy,professional,63.5
10,11,3.9,4.5,happy,gamer,61.5
113,2,5.3,6.4,disgust,casual,83.0
41,8,1.8,12.8,happy,student,62.0
55,2,5.2,7.6,fear,student,68.0
20,8,5.0,9.0,disgust,gamer,87.0
12,0,4.0,1.8,No face detected,professional,55.0
82,11,4.0,15.2,sad,gamer,86.5
80,5,8.3,10.3,disgust,professional,62.5
114,7,8.7,8.9,sad,student,90.5
97,12,2.4,2.6,disgust,casual,100.0
110,14,9.3,8.2,fear,student,100.0
35,14,9.6,5.9,No face detected,gamer,71.0
46,2,1.4,4.8,disgust,student,58.0
13,5,9.2,8.8,No face detected,student,77.5
35,11,3.8,13.8,happy,gamer,76.5
98,5,7.7,2.9,sad,gamer,47.5
73,14,9.3,9.1,disgust,gamer,81.0
11,3,8.5,6.4,surprise,casual,49.5
108,12,9.3,3.2,surprise,student,63.0
24,7,4.7,5.1,angry,gamer,85.5
13,13,2.1,6.5,happy,gamer,79.5
63,7,4.3,14.4,sad,professional,80.5
29,2,4.1,0.5,happy,gamer,43.0
56,8,8.2,1.9,angry,casual,72.0
112,9,8.2,4.9,happy,student,48.5
101,3,6.9,8.7,sad,professional,69.5
52,0,10.9,7.5,happy,professional,30.0
